Rank,Title,Score,Format,Date,Viewers,Studio,Genres,Source,Rating,Recommendation,Details,Prequel,Sequel,Samurai,Demons,Sports,Harem,Cars,Drama,Adventure,Suspense,Josei,Game,Space,Mystery,Horror,Shounen,Super Power,Music,Vampire,Boys Love,Military,Action,Romance,Slice of Life,Fantasy,Gourmet,Parody,Martial Arts,Ecchi,Sci-Fi,Seinen,Mecha,Avant Garde,School,Supernatural,Historical,Girls Love,Shoujo,Kids,Psychological,Police,Comedy,Media,Episodes
317,Higashi no Eden,7.8,TV (11 eps),Apr 2009 - Jun 2009,"501,465",Production I.G,"['Action', 'Drama', 'Mystery', 'Romance', 'Sci-Fi', 'Suspense']",Original,R - 17+ (violence & profanity),Mirai Nikki (TV),"['Adaptation:', 'Sequel:', 'Other:', 'Summary:']",0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TV,11
318,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,8.65,Movie (1 eps),Jun 2019 - Jun 2019,"497,463",CloverWorks,"['Drama', 'Romance', 'Supernatural', 'School']",Light novel,PG-13 - Teens 13 or older,Steins;Gate,"['Adaptation:', 'Prequel:']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Movie,1
319,Ajin,7.44,TV (13 eps),Jan 2016 - Apr 2016,"496,975",Polygon Pictures,"['Action', 'Horror', 'Mystery', 'Supernatural', 'Seinen']",Manga,R - 17+ (violence & profanity),Tokyo Ghoul,"['Adaptation:', 'Summary:', 'Side story:', 'Sequel:']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,TV,13
320,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",7.36,TV (13 eps),Jul 2020 - Sep 2020,"496,490",SILVER LINK.,"['Action', 'Fantasy', 'Demons', 'School']",Light novel,R - 17+ (violence & profanity),Mahouka Koukou no Rettousei,"['Adaptation:', 'Sequel:']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TV,13
321,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.47,Movie (1 eps),Apr 2013 - Apr 2013,"496,941",White Fox,"['Drama', 'Sci-Fi']",Visual novel,PG-13 - Teens 13 or older,Suzumiya Haruhi no Shoushitsu,"['Adaptation:', 'Prequel:']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Movie,1
322,Katekyo Hitman Reborn!,8.15,TV (203 eps),Oct 2006 - Sep 2010,"494,970",Artland,"['Action', 'Comedy', 'Super Power', 'Shounen']",Manga,PG-13 - Teens 13 or older,Eyeshield 21,"['Adaptation:', 'Side story:', 'Other:']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,203
323,Kiss x Sis (TV),6.67,TV (12 eps),Apr 2010 - Jun 2010,"494,160",feel.,"['Comedy', 'Romance', 'Ecchi', 'Harem', 'School', 'Seinen']",Manga,PG-13 - Teens 13 or older,Domestic na Kanojo,"['Adaptation:', 'Parent story:']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,TV,12
324,Satsuriku no Tenshi,6.93,TV (16 eps),Jul 2018 - Oct 2018,"493,462",J.C.Staff,"['Adventure', 'Horror', 'Suspense', 'Psychological']",Game,R - 17+ (violence & profanity),Death Parade,['Adaptation:'],0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TV,16
325,Sword Art Online Alternative: Gun Gale Online,7.02,TV (12 eps),Apr 2018 - Jul 2018,"492,805",Studio 3Hz,"['Action', 'Fantasy', 'Sci-Fi', 'Game', 'Military']",Light novel,PG-13 - Teens 13 or older,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,"['Adaptation:', 'Alternative setting:', 'Other:', 'Summary:']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TV,12
326,Perfect Blue,8.51,Movie (1 eps),Feb 1998 - Feb 1998,"489,476",Madhouse,"['Avant Garde', 'Drama', 'Horror', 'Psychological']",Novel,R+ - Mild Nudity,Serial Experiments Lain,[],0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Movie,1
327,Shakugan no Shana,7.49,TV (24 eps),Oct 2005 - Mar 2006,"486,778",J.C.Staff,"['Action', 'Drama', 'Fantasy', 'Romance', 'Supernatural', 'School']",Light novel,PG-13 - Teens 13 or older,Zero no Tsukaima,"['Adaptation:', 'Spin-off:', 'Side story:', 'Summary:', 'Sequel:', 'Character:']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,TV,24
328,Katanagatari,8.34,TV (12 eps),Jan 2010 - Dec 2010,"486,834",White Fox,"['Action', 'Adventure', 'Romance', 'Historical', 'Martial Arts']",Light novel,R - 17+ (violence & profanity),Bakemonogatari,['Adaptation:'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TV,12
329,Lovely★Complex,8.04,TV (24 eps),Apr 2007 - Sep 2007,"486,805",Toei Animation,"['Comedy', 'Romance', 'Shoujo']",Manga,PG-13 - Teens 13 or older,Toradora!,['Adaptation:'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,TV,24
330,Kuroshitsuji II,7.18,TV (12 eps),Jul 2010 - Sep 2010,"486,427",A-1 Pictures,"['Action', 'Comedy', 'Supernatural', 'Demons', 'Historical', 'Shounen']",Manga,R - 17+ (violence & profanity),Pandora Hearts,"['Prequel:', 'Side story:']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,TV,12
331,Kenpuu Denki Berserk,8.51,TV (25 eps),Oct 1997 - Apr 1998,"485,476",OLM,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural', 'Demons', 'Military', 'Seinen']",Manga,R+ - Mild Nudity,Claymore,"['Adaptation:', 'Alternative version:', 'Sequel:']",0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,TV,25
332,Nana,8.49,TV (47 eps),Apr 2006 - Mar 2007,"485,610",Madhouse,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Music', 'Shoujo']",Manga,R+ - Mild Nudity,Paradise Kiss,"['Adaptation:', 'Summary:']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,TV,47
333,Tonikaku Kawaii,7.92,TV (12 eps),Oct 2020 - Dec 2020,"483,347",Seven Arcs,"['Comedy', 'Romance', 'Shounen']",Manga,PG-13 - Teens 13 or older,Horimiya,"['Adaptation:', 'Other:', 'Summary:']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,12
334,Gangsta.,7.4,TV (12 eps),Jul 2015 - Sep 2015,"481,880",Manglobe,"['Action', 'Drama', 'Seinen']",Manga,R - 17+ (violence & profanity),Black Lagoon,"['Adaptation:', 'Summary:']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,TV,12
335,Hunter x Hunter,8.4,TV (62 eps),Oct 1999 - Mar 2001,"480,438",Nippon Animation,"['Action', 'Adventure', 'Fantasy', 'Super Power', 'Shounen']",Manga,PG-13 - Teens 13 or older,Naruto,"['Adaptation:', 'Sequel:', 'Side story:', 'Alternative version:']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,62
336,Fruits Basket,7.68,TV (26 eps),Jul 2001 - Dec 2001,"474,776",Studio Deen,"['Comedy', 'Drama', 'Romance', 'Slice of Life', 'Supernatural', 'Shoujo']",Manga,PG-13 - Teens 13 or older,Ouran Koukou Host Club,"['Adaptation:', 'Alternative version:']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,TV,26
337,God Eater,7.25,TV (13 eps),Jul 2015 - Mar 2016,"473,111",ufotable,"['Action', 'Fantasy', 'Sci-Fi', 'Military']",Game,R - 17+ (violence & profanity),Shingeki no Kyojin,"['Prequel:', 'Alternative setting:']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TV,13
338,Gintama°,9.09,TV (51 eps),Apr 2015 - Mar 2016,"472,597",Bandai Namco Pictures,"['Action', 'Comedy', 'Sci-Fi', 'Historical', 'Parody', 'Samurai', 'Shounen']",Manga,PG-13 - Teens 13 or older,SKET Dance,"['Adaptation:', 'Prequel:', 'Side story:', 'Sequel:']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,TV,51
339,Absolute Duo,6.47,TV (12 eps),Jan 2015 - Mar 2015,"471,969",8bit,"['Action', 'Romance', 'Supernatural', 'Ecchi', 'Harem', 'School']",Light novel,R - 17+ (violence & profanity),Rakudai Kishi no Cavalry,['Adaptation:'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,TV,12
340,Nekomonogatari: Kuro,7.95,TV (4 eps),Dec 2012 - Dec 2012,"470,415",Shaft,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",Light novel,R - 17+ (violence & profanity),Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,"['Adaptation:', 'Sequel:', 'Prequel:', 'Side story:', 'Summary:']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,TV,4
341,Boku wa Tomodachi ga Sukunai Next,7.35,TV (12 eps),Jan 2013 - Mar 2013,"466,250",AIC Build,"['Comedy', 'Romance', 'Slice of Life', 'Harem', 'School']",Light novel,PG-13 - Teens 13 or older,GJ-bu,"['Adaptation:', 'Prequel:']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,12
342,Gosick,8.08,TV (24 eps),Jan 2011 - Jul 2011,"466,186",Bones,"['Drama', 'Mystery', 'Romance', 'Historical']",Light novel,R - 17+ (violence & profanity),Dantalian no Shoka,"['Adaptation:', 'Summary:']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TV,24
343,Saiki Kusuo no Ψ-nan 2,8.44,TV (24 eps),Jan 2018 - Jun 2018,"462,899",Egg Firm,"['Comedy', 'Slice of Life', 'Supernatural', 'School', 'Shounen']",Manga,PG-13 - Teens 13 or older,Mob Psycho 100,"['Adaptation:', 'Prequel:', 'Sequel:']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,TV,24
344,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,7.0,TV (13 eps),Jan 2013 - Mar 2013,"461,526",A-1 Pictures,"['Comedy', 'Romance', 'Harem', 'School']",Light novel,PG-13 - Teens 13 or older,Chuunibyou demo Koi ga Shitai!,['Adaptation:'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,13
345,Suzumiya Haruhi no Yuuutsu (2009),7.22,TV (14 eps),May 2009 - Sep 2009,"460,662",Kyoto Animation,"['Comedy', 'Mystery', 'Romance', 'Sci-Fi', 'Slice of Life', 'Parody', 'School']",Light novel,PG-13 - Teens 13 or older,Yojouhan Shinwa Taikei,"['Adaptation:', 'Prequel:', 'Sequel:', 'Spin-off:']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,TV,14
346,Shokugeki no Souma: Shin no Sara,7.75,TV (12 eps),Oct 2019 - Dec 2019,"460,123",J.C.Staff,"['Gourmet', 'Ecchi', 'School', 'Shounen']",Manga,PG-13 - Teens 13 or older,Wonder Egg Priority,"['Adaptation:', 'Prequel:', 'Sequel:']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,TV,12
347,Aldnoah.Zero,7.42,TV (12 eps),Jul 2014 - Sep 2014,"460,092",TROYCA,"['Action', 'Sci-Fi', 'Mecha', 'Military']",Original,R - 17+ (violence & profanity),Code Geass: Hangyaku no Lelouch,"['Adaptation:', 'Sequel:', 'Summary:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,TV,12
348,5-toubun no Hanayome ∬,8.15,TV (12 eps),Jan 2021 - Mar 2021,"458,530",Bibury Animation Studios,"['Comedy', 'Romance', 'Harem', 'School', 'Shounen']",Manga,PG-13 - Teens 13 or older,Bokutachi wa Benkyou ga Dekinai,"['Adaptation:', 'Prequel:', 'Sequel:']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,12
349,Drifters,7.92,TV (12 eps),Oct 2016 - Dec 2016,"458,665",Hoods Drifters Studio,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Historical', 'Samurai', 'Seinen']",Manga,R - 17+ (violence & profanity),Hellsing Ultimate,"['Adaptation:', 'Alternative version:', 'Sequel:', 'Other:']",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,TV,12
350,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",7.74,TV (12 eps),Jan 2016 - Mar 2016,"458,437",A-1 Pictures,"['Action', 'Adventure', 'Fantasy', 'Military']",Light novel,R - 17+ (violence & profanity),Yuan Long,"['Adaptation:', 'Prequel:']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,12
351,Summer Wars,8.07,Movie (1 eps),Aug 2009 - Aug 2009,"457,383",Madhouse,"['Comedy', 'Sci-Fi']",Original,PG-13 - Teens 13 or older,Digimon Adventure: Bokura no War Game!,['Adaptation:'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Movie,1
352,Arifureta Shokugyou de Sekai Saikyou,6.62,TV (13 eps),Jul 2019 - Oct 2019,"456,516",White Fox,"['Action', 'Adventure', 'Fantasy', 'Harem']",Light novel,PG-13 - Teens 13 or older,Tate no Yuusha no Nariagari,"['Adaptation:', 'Other:', 'Summary:', 'Sequel:', 'Prequel:']",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,13
353,Natsume Yuujinchou,8.32,TV (13 eps),Jul 2008 - Sep 2008,"452,106",Brain's Base,"['Drama', 'Slice of Life', 'Supernatural', 'Demons', 'Shoujo']",Manga,PG-13 - Teens 13 or older,Mushishi,"['Adaptation:', 'Sequel:', 'Other:']",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,TV,13
354,The Last: Naruto the Movie,7.77,Movie (1 eps),Dec 2014 - Dec 2014,"448,803",Studio Pierrot,"['Action', 'Romance', 'Martial Arts', 'Super Power', 'Shounen']",Manga,PG-13 - Teens 13 or older,Wonder Egg Priority,"['Adaptation:', 'Parent story:']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Movie,1
355,Musaigen no Phantom World,6.87,TV (13 eps),Jan 2016 - Mar 2016,"446,673",Kyoto Animation,"['Action', 'Comedy', 'Fantasy', 'Slice of Life', 'Supernatural']",Light novel,PG-13 - Teens 13 or older,Kyoukai no Kanata,"['Adaptation:', 'Sequel:', 'Spin-off:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,TV,13
356,Zero no Tsukaima: Futatsuki no Kishi,7.45,TV (12 eps),Jul 2007 - Sep 2007,"445,011",J.C.Staff,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Ecchi', 'Harem', 'School']",Light novel,PG-13 - Teens 13 or older,Toradora!,"['Adaptation:', 'Prequel:', 'Sequel:']",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,12
357,Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,7.51,TV (12 eps),Oct 2019 - Dec 2019,"444,125",White Fox,"['Action', 'Adventure', 'Comedy', 'Fantasy']",Light novel,PG-13 - Teens 13 or older,Kono Subarashii Sekai ni Shukufuku wo!,"['Adaptation:', 'Summary:', 'Character:']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,12
358,Karakai Jouzu no Takagi-san,7.73,TV (12 eps),Jan 2018 - Mar 2018,"442,694",Shin-Ei Animation,"['Comedy', 'Romance', 'Slice of Life', 'School', 'Shounen']",Manga,PG-13 - Teens 13 or older,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,"['Adaptation:', 'Side story:', 'Sequel:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,12
359,Majo no Takkyuubin,8.22,Movie (1 eps),Jul 1989 - Jul 1989,"443,528",Studio Ghibli,"['Adventure', 'Comedy', 'Drama', 'Fantasy']",Novel,G - All Ages,Flying Witch,['Character:'],0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Movie,1
360,Ichiban Ushiro no Daimaou,6.82,TV (12 eps),Apr 2010 - Jun 2010,"442,274",Artland,"['Action', 'Comedy', 'Fantasy', 'Ecchi', 'Harem', 'School']",Light novel,PG-13 - Teens 13 or older,Hataraku Maou-sama!,"['Adaptation:', 'Side story:']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,12
361,Inu x Boku SS,7.42,TV (12 eps),Jan 2012 - Mar 2012,"441,937",David Production,"['Comedy', 'Romance', 'Supernatural', 'Shounen']",Manga,PG-13 - Teens 13 or older,Kamisama Hajimemashita,"['Adaptation:', 'Sequel:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,TV,12
362,Great Pretender,8.3,TV (23 eps),Jul 2020 - Dec 2020,"438,936",Wit Studio,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Psychological']",Original,R - 17+ (violence & profanity),Black Lagoon,['Adaptation:'],0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,TV,23
363,Full Metal Panic!,7.63,TV (24 eps),Jan 2002 - Jun 2002,"436,607",Gonzo,"['Action', 'Comedy', 'Sci-Fi', 'Mecha', 'Military']",Light novel,R - 17+ (violence & profanity),Code Geass: Hangyaku no Lelouch,"['Adaptation:', 'Side story:', 'Sequel:', 'Summary:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,TV,24
364,Hajime no Ippo,8.74,TV (75 eps),Oct 2000 - Mar 2002,"436,922",Madhouse,"['Comedy', 'Drama', 'Sports', 'Shounen']",Manga,PG-13 - Teens 13 or older,Shijou Saikyou no Deshi Kenichi,"['Adaptation:', 'Sequel:', 'Side story:']",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TV,75
365,Netoge no Yome wa Onnanoko ja Nai to Omotta?,6.77,TV (12 eps),Apr 2016 - Jun 2016,"434,714",Project No.9,"['Comedy', 'Romance', 'Ecchi', 'Game', 'School']",Light novel,PG-13 - Teens 13 or older,Net-juu no Susume,['Adaptation:'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,12
366,Gake no Ue no Ponyo,7.89,Movie (1 eps),Jul 2008 - Jul 2008,"433,322",Studio Ghibli,"['Adventure', 'Fantasy']",Original,G - All Ages,Tsuritama,[],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Movie,1
367,Evangelion: 1.0 You Are (Not) Alone,8.04,Movie (1 eps),Sep 2007 - Sep 2007,"433,803",Khara,"['Action', 'Drama', 'Sci-Fi', 'Mecha', 'Psychological']",Original,PG-13 - Teens 13 or older,Shingeki no Kyojin,"['Alternative version:', 'Sequel:', 'Other:']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Movie,1
368,Seitokai Yakuindomo,7.58,TV (13 eps),Jul 2010 - Sep 2010,"428,498",GoHands,"['Comedy', 'Slice of Life', 'School', 'Shounen']",4-koma manga,R - 17+ (violence & profanity),Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,"['Adaptation:', 'Sequel:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,13
369,Tsuki ga Kirei,8.12,TV (12 eps),Apr 2017 - Jun 2017,"428,019",feel.,"['Romance', 'School']",Original,PG-13 - Teens 13 or older,Just Because!,"['Summary:', 'Side story:']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,TV,12
370,Kizumonogatari I: Tekketsu-hen,8.39,Movie (1 eps),Jan 2016 - Jan 2016,"428,699",Shaft,['Vampire'],Light novel,R - 17+ (violence & profanity),Un-Go: Inga-ron,"['Adaptation:', 'Sequel:', 'Alternative version:']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Movie,1
371,Chobits,7.42,TV (26 eps),Apr 2002 - Sep 2002,"427,752",Madhouse,"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Ecchi', 'Seinen']",Manga,PG-13 - Teens 13 or older,Elfen Lied,"['Adaptation:', 'Side story:', 'Summary:']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,TV,26
372,Mayo Chiki!,7.28,TV (13 eps),Jul 2011 - Sep 2011,"426,943",feel.,"['Comedy', 'Romance', 'Ecchi', 'Harem', 'School']",Light novel,PG-13 - Teens 13 or older,MM!,['Adaptation:'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,TV,13
373,Usagi Drop,8.4,TV (11 eps),Jul 2011 - Sep 2011,"426,635",Production I.G,"['Slice of Life', 'Josei']",Manga,PG-13 - Teens 13 or older,Barakamon,"['Adaptation:', 'Side story:']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TV,11
374,Ookami to Koushinryou II,8.34,TV (12 eps),Jul 2009 - Sep 2009,"425,922",Marvy Jack,"['Adventure', 'Fantasy', 'Romance', 'Historical']",Light novel,PG-13 - Teens 13 or older,Nodame Cantabile,"['Adaptation:', 'Prequel:', 'Side story:']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,TV,12
375,Sousei no Onmyouji,7.31,TV (50 eps),Apr 2016 - Mar 2017,"425,074",Studio Pierrot,"['Action', 'Fantasy', 'Romance', 'Supernatural', 'Shounen']",Manga,PG-13 - Teens 13 or older,Tokyo Ravens,['Adaptation:'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TV,50
